TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,CLEAN_ORDER_DATE,MONTH_NAME,DAY_NAME,TIME_BUCKET,PIZZA_CATEGORY,PIZZA_NAME,PIZZA_SIZE
11.00,1.00,1,2015-04-27,Apr,Mon,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
16.00,1.00,1,2015-04-27,Apr,Mon,Evening,Veggie,The Vegetables + Vegetables Pizza,M
20.50,1.00,1,2015-04-28,Apr,Tue,Afternoon,Classic,The Napolitana Pizza,L
25.00,2.00,1,2015-04-28,Apr,Tue,Afternoon,Supreme,The Pepper Salami Pizza,S
12.00,1.00,1,2015-04-28,Apr,Tue,Afternoon,Classic,The Big Meat Pizza,S
20.75,1.00,1,2015-04-28,Apr,Tue,Afternoon,Supreme,The Italian Supreme Pizza,L
12.00,1.00,1,2015-04-28,Apr,Tue,Afternoon,Veggie,The Green Garden Pizza,S
21.00,1.00,1,2015-04-28,Apr,Tue,Evening,Veggie,The Italian Vegetables Pizza,L
16.00,1.00,1,2015-04-28,Apr,Tue,Evening,Classic,The Italian Capocollo Pizza,M
16.50,1.00,1,2015-04-28,Apr,Tue,Evening,Supreme,The Italian Supreme Pizza,M
41.50,2.00,1,2015-04-28,Apr,Tue,Evening,Supreme,The Spinach Supreme Pizza,L
16.00,1.00,1,2015-04-28,Apr,Tue,Evening,Classic,The Classic Deluxe Pizza,M
32.00,2.00,1,2015-04-28,Apr,Tue,Evening,Veggie,The Spinach and Feta Pizza,M
18.50,1.00,1,2015-04-28,Apr,Tue,Evening,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-04-28,Apr,Tue,Evening,Veggie,The Spinach and Feta Pizza,M
12.00,1.00,1,2015-04-28,Apr,Tue,Evening,Classic,The Greek Pizza,S
16.75,1.00,1,2015-04-28,Apr,Tue,Evening,Chicken,The Southwest Chicken Pizza,M
17.50,1.00,1,2015-04-29,Apr,Wed,Morning,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
16.00,1.00,1,2015-04-29,Apr,Wed,Morning,Classic,The Greek Pizza,M
20.50,1.00,1,2015-04-29,Apr,Wed,Afternoon,Classic,The Italian Capocollo Pizza,L
18.50,1.00,1,2015-04-29,Apr,Wed,Afternoon,Veggie,The Five Cheese Pizza,L
16.25,1.00,1,2015-04-29,Apr,Wed,Afternoon,Supreme,The Calabrese Pizza,M
12.00,1.00,1,2015-04-29,Apr,Wed,Afternoon,Classic,The Italian Capocollo Pizza,S
16.00,1.00,1,2015-04-29,Apr,Wed,Evening,Veggie,The Spinach and Feta Pizza,M
16.00,1.00,1,2015-04-29,Apr,Wed,Evening,Classic,The Classic Deluxe Pizza,M
12.00,1.00,1,2015-04-29,Apr,Wed,Evening,Classic,The Classic Deluxe Pizza,S
12.50,1.00,1,2015-04-29,Apr,Wed,Evening,Veggie,The Spinach Pesto Pizza,S
12.00,1.00,1,2015-04-29,Apr,Wed,Evening,Classic,The Big Meat Pizza,S
20.25,1.00,1,2015-04-29,Apr,Wed,Evening,Veggie,The Mexicana Pizza,L
12.50,1.00,1,2015-04-29,Apr,Wed,Evening,Supreme,The Soppressata Pizza,S
16.00,1.00,1,2015-03-04,Mar,Wed,Evening,Classic,The Italian Capocollo Pizza,M
11.00,1.00,1,2015-03-04,Mar,Wed,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
16.50,1.00,1,2015-08-04,Aug,Tue,Afternoon,Supreme,The Spicy Italian Pizza,M
25.50,1.00,1,2015-09-04,Sep,Fri,Afternoon,Classic,The Greek Pizza,XL
12.25,1.00,1,2015-10-04,Oct,Sun,Late Night,Supreme,The Sicilian Pizza,S
16.75,1.00,1,2015-11-04,Nov,Wed,Evening,Chicken,The Barbecue Chicken Pizza,M
12.75,1.00,1,2015-12-04,Dec,Fri,Afternoon,Chicken,The Chicken Pesto Pizza,S
20.25,1.00,1,2015-04-14,Apr,Tue,Evening,Veggie,The Mexicana Pizza,L
16.50,1.00,1,2015-04-15,Apr,Wed,Evening,Supreme,The Spicy Italian Pizza,M
17.50,1.00,1,2015-04-17,Apr,Fri,Afternoon,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
20.75,1.00,1,2015-04-17,Apr,Fri,Evening,Chicken,The Barbecue Chicken Pizza,L
12.75,1.00,1,2015-04-18,Apr,Sat,Afternoon,Chicken,The Chicken Pesto Pizza,S
12.00,1.00,1,2015-04-18,Apr,Sat,Afternoon,Classic,The Big Meat Pizza,S
12.50,1.00,1,2015-04-18,Apr,Sat,Evening,Supreme,The Spicy Italian Pizza,S
14.50,1.00,1,2015-04-19,Apr,Sun,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",M
14.75,1.00,1,2015-04-20,Apr,Mon,Afternoon,Veggie,The Four Cheese Pizza,M
20.25,1.00,1,2015-04-20,Apr,Mon,Evening,Veggie,The Mexicana Pizza,L
20.25,1.00,1,2015-04-21,Apr,Tue,Evening,Veggie,The Mexicana Pizza,L
12.00,1.00,1,2015-04-21,Apr,Tue,Evening,Classic,The Napolitana Pizza,S
33.50,2.00,1,2015-04-22,Apr,Wed,Morning,Chicken,The Thai Chicken Pizza,M
20.75,1.00,1,2015-04-22,Apr,Wed,Evening,Chicken,The Thai Chicken Pizza,L
12.25,1.00,1,2015-04-24,Apr,Fri,Afternoon,Supreme,The Sicilian Pizza,S
12.75,1.00,1,2015-04-24,Apr,Fri,Late Night,Chicken,The California Chicken Pizza,S
16.50,1.00,1,2015-04-24,Apr,Fri,Late Night,Classic,The Hawaiian Pizza,L
20.75,1.00,1,2015-04-25,Apr,Sat,Afternoon,Chicken,The Barbecue Chicken Pizza,L
10.50,1.00,1,2015-04-25,Apr,Sat,Afternoon,Classic,The Hawaiian Pizza,S
20.75,1.00,1,2015-04-25,Apr,Sat,Evening,Chicken,The Chicken Pesto Pizza,L
16.75,1.00,1,2015-04-25,Apr,Sat,Evening,Chicken,The Southwest Chicken Pizza,M
12.00,1.00,1,2015-04-26,Apr,Sun,Evening,Veggie,The Spinach and Feta Pizza,S
16.50,1.00,1,2015-04-27,Apr,Mon,Afternoon,Supreme,The Italian Supreme Pizza,M
20.50,1.00,1,2015-04-27,Apr,Mon,Evening,Classic,The Napolitana Pizza,L
16.75,1.00,1,2015-04-29,Apr,Wed,Morning,Chicken,The Barbecue Chicken Pizza,M
16.50,1.00,1,2015-09-04,Sep,Fri,Morning,Supreme,The Spicy Italian Pizza,M
16.50,1.00,1,2015-04-30,Apr,Thu,Morning,Supreme,The Italian Supreme Pizza,M
12.00,1.00,1,2015-04-30,Apr,Thu,Morning,Veggie,The Spinach and Feta Pizza,S
20.75,1.00,1,2015-04-30,Apr,Thu,Afternoon,Chicken,The Chicken Pesto Pizza,L
20.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Classic,The Classic Deluxe Pizza,L
20.75,1.00,1,2015-04-30,Apr,Thu,Afternoon,Chicken,The Chicken Pesto Pizza,L
12.00,1.00,1,2015-04-30,Apr,Thu,Afternoon,Veggie,The Green Garden Pizza,S
16.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Supreme,The Prosciutto and Arugula Pizza,M
20.75,1.00,1,2015-04-30,Apr,Thu,Afternoon,Chicken,The Barbecue Chicken Pizza,L
12.00,1.00,1,2015-04-30,Apr,Thu,Afternoon,Veggie,The Mediterranean Pizza,S
16.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Classic,The Hawaiian Pizza,L
16.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Supreme,The Soppressata Pizza,M
16.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Supreme,The Spicy Italian Pizza,M
20.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Classic,The Napolitana Pizza,L
10.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Classic,The Hawaiian Pizza,S
20.25,1.00,1,2015-04-30,Apr,Thu,Afternoon,Veggie,The Mexicana Pizza,L
20.50,1.00,1,2015-04-30,Apr,Thu,Afternoon,Classic,The Napolitana Pizza,L
16.75,1.00,1,2015-04-30,Apr,Thu,Evening,Chicken,The Chicken Alfredo Pizza,M
9.75,1.00,1,2015-04-30,Apr,Thu,Evening,Classic,The Pepperoni Pizza,S
20.75,1.00,1,2015-04-30,Apr,Thu,Evening,Chicken,The Chicken Alfredo Pizza,L
12.50,1.00,1,2015-04-30,Apr,Thu,Evening,Classic,The Pepperoni Pizza,M
9.75,1.00,1,2015-04-30,Apr,Thu,Evening,Classic,The Pepperoni Pizza,S
18.50,1.00,1,2015-04-30,Apr,Thu,Evening,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-04-30,Apr,Thu,Evening,Classic,The Hawaiian Pizza,L
20.75,1.00,1,2015-04-30,Apr,Thu,Evening,Veggie,The Spinach Pesto Pizza,L
16.75,1.00,1,2015-04-30,Apr,Thu,Evening,Chicken,The Southwest Chicken Pizza,M
12.00,1.00,1,2015-04-30,Apr,Thu,Late Night,Veggie,The Green Garden Pizza,S
20.50,1.00,1,2015-01-05,Jan,Mon,Morning,Classic,The Classic Deluxe Pizza,L
15.25,1.00,1,2015-01-05,Jan,Mon,Afternoon,Classic,The Pepperoni Pizza,L
20.75,1.00,1,2015-01-05,Jan,Mon,Afternoon,Chicken,The California Chicken Pizza,L
16.00,1.00,1,2015-01-05,Jan,Mon,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
12.50,1.00,1,2015-01-05,Jan,Mon,Afternoon,Supreme,The Spicy Italian Pizza,S
20.75,1.00,1,2015-01-05,Jan,Mon,Evening,Chicken,The California Chicken Pizza,L
20.50,1.00,1,2015-01-05,Jan,Mon,Evening,Classic,The Classic Deluxe Pizza,L
16.50,1.00,1,2015-01-05,Jan,Mon,Evening,Classic,The Hawaiian Pizza,L
12.25,1.00,1,2015-01-05,Jan,Mon,Evening,Supreme,The Sicilian Pizza,S
20.75,1.00,1,2015-01-05,Jan,Mon,Evening,Supreme,The Prosciutto and Arugula Pizza,L
11.00,1.00,1,2015-01-05,Jan,Mon,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
18.50,1.00,1,2015-01-05,Jan,Mon,Evening,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-01-05,Jan,Mon,Evening,Veggie,The Spinach and Feta Pizza,M
12.00,1.00,1,2015-02-05,Feb,Thu,Afternoon,Classic,The Big Meat Pizza,S
12.00,1.00,1,2015-02-05,Feb,Thu,Afternoon,Classic,The Italian Capocollo Pizza,S
16.75,1.00,1,2015-02-05,Feb,Thu,Afternoon,Chicken,The California Chicken Pizza,M
20.75,1.00,1,2015-02-05,Feb,Thu,Afternoon,Supreme,The Spicy Italian Pizza,L
9.75,1.00,1,2015-02-05,Feb,Thu,Evening,Classic,The Pepperoni Pizza,S
20.75,1.00,1,2015-02-05,Feb,Thu,Evening,Chicken,The Thai Chicken Pizza,L
16.75,1.00,1,2015-02-05,Feb,Thu,Evening,Chicken,The Chicken Alfredo Pizza,M
12.75,1.00,1,2015-02-05,Feb,Thu,Evening,Chicken,The California Chicken Pizza,S
12.00,1.00,1,2015-02-05,Feb,Thu,Evening,Classic,The Classic Deluxe Pizza,S
12.75,1.00,1,2015-02-05,Feb,Thu,Evening,Chicken,The Barbecue Chicken Pizza,S
16.75,1.00,1,2015-02-05,Feb,Thu,Evening,Chicken,The Barbecue Chicken Pizza,M
16.50,1.00,1,2015-02-05,Feb,Thu,Evening,Supreme,The Italian Supreme Pizza,M
16.75,1.00,1,2015-02-05,Feb,Thu,Evening,Veggie,The Italian Vegetables Pizza,M
12.00,1.00,1,2015-02-05,Feb,Thu,Evening,Veggie,The Spinach and Feta Pizza,S
12.50,1.00,1,2015-02-05,Feb,Thu,Evening,Supreme,The Pepper Salami Pizza,S
20.75,1.00,1,2015-02-05,Feb,Thu,Evening,Chicken,The Thai Chicken Pizza,L
15.25,1.00,1,2015-02-05,Feb,Thu,Evening,Classic,The Pepperoni Pizza,L
16.50,1.00,1,2015-02-05,Feb,Thu,Evening,Supreme,The Spinach Supreme Pizza,M
12.50,1.00,1,2015-02-05,Feb,Thu,Late Night,Supreme,The Pepper Salami Pizza,S
16.00,1.00,1,2015-02-05,Feb,Thu,Late Night,Classic,The Classic Deluxe Pizza,M
12.25,1.00,1,2015-02-05,Feb,Thu,Late Night,Supreme,The Sicilian Pizza,S
12.00,1.00,1,2015-02-05,Feb,Thu,Late Night,Veggie,The Green Garden Pizza,S
16.75,1.00,1,2015-02-05,Feb,Thu,Late Night,Chicken,The Chicken Alfredo Pizza,M
12.75,1.00,1,2015-03-05,Mar,Thu,Morning,Chicken,The California Chicken Pizza,S
16.00,1.00,1,2015-03-05,Mar,Thu,Afternoon,Veggie,The Mexicana Pizza,M
20.75,1.00,1,2015-03-05,Mar,Thu,Afternoon,Supreme,The Spinach Supreme Pizza,L
16.50,1.00,1,2015-03-05,Mar,Thu,Afternoon,Supreme,The Pepper Salami Pizza,M
12.75,1.00,1,2015-03-05,Mar,Thu,Afternoon,Chicken,The Thai Chicken Pizza,S
12.50,1.00,1,2015-03-05,Mar,Thu,Afternoon,Supreme,The Spinach Supreme Pizza,S
12.50,1.00,1,2015-03-05,Mar,Thu,Afternoon,Supreme,The Spinach Supreme Pizza,S
20.50,1.00,1,2015-03-05,Mar,Thu,Afternoon,Classic,The Italian Capocollo Pizza,L
20.75,1.00,1,2015-03-05,Mar,Thu,Evening,Supreme,The Pepper Salami Pizza,L
12.50,1.00,1,2015-03-05,Mar,Thu,Evening,Supreme,The Spicy Italian Pizza,S
16.25,1.00,1,2015-03-05,Mar,Thu,Evening,Supreme,The Calabrese Pizza,M
20.25,1.00,1,2015-03-05,Mar,Thu,Late Night,Veggie,The Vegetables + Vegetables Pizza,L
12.50,1.00,1,2015-04-05,Apr,Sun,Morning,Supreme,The Soppressata Pizza,S
20.75,1.00,1,2015-04-05,Apr,Sun,Morning,Supreme,The Spicy Italian Pizza,L
16.75,1.00,1,2015-04-05,Apr,Sun,Afternoon,Chicken,The Thai Chicken Pizza,M
16.25,1.00,1,2015-04-05,Apr,Sun,Afternoon,Supreme,The Calabrese Pizza,M
15.25,1.00,1,2015-04-05,Apr,Sun,Afternoon,Classic,The Pepperoni Pizza,L
16.00,1.00,1,2015-04-05,Apr,Sun,Afternoon,Classic,The Classic Deluxe Pizza,M
20.75,1.00,1,2015-04-05,Apr,Sun,Afternoon,Chicken,The Chicken Pesto Pizza,L
16.00,1.00,1,2015-04-05,Apr,Sun,Afternoon,Classic,The Classic Deluxe Pizza,M
13.25,1.00,1,2015-04-05,Apr,Sun,Afternoon,Classic,The Hawaiian Pizza,M
16.50,1.00,1,2015-04-05,Apr,Sun,Evening,Supreme,The Spicy Italian Pizza,M
12.00,1.00,1,2015-04-05,Apr,Sun,Evening,Classic,The Classic Deluxe Pizza,S
16.00,1.00,1,2015-04-05,Apr,Sun,Evening,Veggie,The Mexicana Pizza,M
16.25,1.00,1,2015-04-05,Apr,Sun,Evening,Supreme,The Sicilian Pizza,M
17.95,1.00,1,2015-04-05,Apr,Sun,Evening,Veggie,The Four Cheese Pizza,L
20.25,1.00,1,2015-05-05,May,Tue,Afternoon,Veggie,The Spinach and Feta Pizza,L
16.75,1.00,1,2015-05-05,May,Tue,Afternoon,Veggie,The Italian Vegetables Pizza,M
12.00,1.00,1,2015-05-05,May,Tue,Afternoon,Classic,The Napolitana Pizza,S
20.25,1.00,1,2015-05-05,May,Tue,Afternoon,Veggie,The Mexicana Pizza,L
20.50,1.00,1,2015-05-05,May,Tue,Evening,Classic,The Napolitana Pizza,L
12.00,1.00,1,2015-05-05,May,Tue,Evening,Veggie,The Mediterranean Pizza,S
16.00,1.00,1,2015-05-05,May,Tue,Evening,Veggie,The Mexicana Pizza,M
12.00,1.00,1,2015-05-05,May,Tue,Evening,Classic,The Classic Deluxe Pizza,S
20.75,1.00,1,2015-05-05,May,Tue,Evening,Supreme,The Spicy Italian Pizza,L
16.50,1.00,1,2015-05-05,May,Tue,Evening,Supreme,The Spinach Supreme Pizza,M
20.75,1.00,1,2015-05-05,May,Tue,Evening,Chicken,The Chicken Alfredo Pizza,L
16.00,1.00,1,2015-05-05,May,Tue,Evening,Veggie,The Spinach and Feta Pizza,M
20.75,1.00,1,2015-05-05,May,Tue,Late Night,Chicken,The Chicken Alfredo Pizza,L
12.00,1.00,1,2015-06-05,Jun,Fri,Morning,Classic,The Classic Deluxe Pizza,S
12.00,1.00,1,2015-06-05,Jun,Fri,Morning,Veggie,The Vegetables + Vegetables Pizza,S
16.75,1.00,1,2015-06-05,Jun,Fri,Afternoon,Chicken,The California Chicken Pizza,M
20.75,1.00,1,2015-06-05,Jun,Fri,Afternoon,Supreme,The Italian Supreme Pizza,L
16.00,1.00,1,2015-06-05,Jun,Fri,Afternoon,Classic,The Classic Deluxe Pizza,M
16.00,1.00,1,2015-06-05,Jun,Fri,Afternoon,Veggie,The Mediterranean Pizza,M
16.50,1.00,1,2015-06-05,Jun,Fri,Afternoon,Supreme,The Spinach Supreme Pizza,M
12.75,1.00,1,2015-06-05,Jun,Fri,Afternoon,Chicken,The Barbecue Chicken Pizza,S
20.75,1.00,1,2015-06-05,Jun,Fri,Afternoon,Chicken,The Barbecue Chicken Pizza,L
20.25,1.00,1,2015-06-05,Jun,Fri,Afternoon,Veggie,The Spinach and Feta Pizza,L
17.50,1.00,1,2015-06-05,Jun,Fri,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
16.00,1.00,1,2015-06-05,Jun,Fri,Evening,Classic,The Classic Deluxe Pizza,M
20.75,1.00,1,2015-06-05,Jun,Fri,Evening,Chicken,The Southwest Chicken Pizza,L
20.75,1.00,1,2015-06-05,Jun,Fri,Evening,Chicken,The Barbecue Chicken Pizza,L
20.75,1.00,1,2015-06-05,Jun,Fri,Evening,Veggie,The Spinach Pesto Pizza,L
16.50,1.00,1,2015-06-05,Jun,Fri,Evening,Supreme,The Italian Supreme Pizza,M
13.25,1.00,1,2015-06-05,Jun,Fri,Evening,Classic,The Hawaiian Pizza,M
12.00,1.00,1,2015-06-05,Jun,Fri,Evening,Veggie,The Green Garden Pizza,S
20.75,1.00,1,2015-06-05,Jun,Fri,Evening,Supreme,The Italian Supreme Pizza,L
16.75,1.00,1,2015-06-05,Jun,Fri,Late Night,Chicken,The Barbecue Chicken Pizza,M
20.75,1.00,1,2015-07-05,Jul,Sun,Morning,Supreme,The Italian Supreme Pizza,L
16.00,1.00,1,2015-07-05,Jul,Sun,Morning,Veggie,The Mediterranean Pizza,M
15.25,1.00,1,2015-07-05,Jul,Sun,Afternoon,Classic,The Pepperoni Pizza,L
20.75,1.00,1,2015-07-05,Jul,Sun,Afternoon,Chicken,The Thai Chicken Pizza,L
12.75,1.00,1,2015-07-05,Jul,Sun,Afternoon,Chicken,The California Chicken Pizza,S
20.25,1.00,1,2015-07-05,Jul,Sun,Evening,Veggie,The Mexicana Pizza,L
12.25,1.00,1,2015-07-05,Jul,Sun,Evening,Supreme,The Sicilian Pizza,S
9.75,1.00,1,2015-07-05,Jul,Sun,Evening,Classic,The Pepperoni Pizza,S
12.50,1.00,1,2015-07-05,Jul,Sun,Evening,Classic,The Pepperoni Pizza,M
20.75,1.00,1,2015-07-05,Jul,Sun,Evening,Chicken,The California Chicken Pizza,L
16.00,1.00,1,2015-07-05,Jul,Sun,Evening,Classic,The Classic Deluxe Pizza,M
12.00,1.00,1,2015-07-05,Jul,Sun,Evening,Classic,The Napolitana Pizza,S
9.75,1.00,1,2015-07-05,Jul,Sun,Evening,Classic,The Pepperoni Pizza,S
23.65,1.00,1,2015-07-05,Jul,Sun,Evening,Supreme,The Brie Carre Pizza,S
10.50,1.00,1,2015-07-05,Jul,Sun,Evening,Classic,The Hawaiian Pizza,S
20.25,1.00,1,2015-07-05,Jul,Sun,Evening,Veggie,The Spinach and Feta Pizza,L
20.25,1.00,1,2015-07-05,Jul,Sun,Late Night,Veggie,The Mexicana Pizza,L
20.25,1.00,1,2015-08-05,Aug,Wed,Morning,Veggie,The Mexicana Pizza,L
12.50,1.00,1,2015-08-05,Aug,Wed,Morning,Supreme,The Prosciutto and Arugula Pizza,S
20.75,1.00,1,2015-08-05,Aug,Wed,Morning,Chicken,The Thai Chicken Pizza,L
16.50,1.00,1,2015-08-05,Aug,Wed,Morning,Supreme,The Spicy Italian Pizza,M
12.00,1.00,1,2015-08-05,Aug,Wed,Afternoon,Veggie,The Mediterranean Pizza,S
20.50,1.00,1,2015-08-05,Aug,Wed,Afternoon,Classic,The Napolitana Pizza,L
20.50,1.00,1,2015-08-05,Aug,Wed,Afternoon,Classic,The Classic Deluxe Pizza,L
20.75,1.00,1,2015-08-05,Aug,Wed,Afternoon,Supreme,The Spicy Italian Pizza,L
35.90,2.00,1,2015-08-05,Aug,Wed,Afternoon,Veggie,The Four Cheese Pizza,L
15.25,1.00,1,2015-08-05,Aug,Wed,Afternoon,Classic,The Pepperoni Pizza,L
12.50,1.00,1,2015-08-05,Aug,Wed,Afternoon,Supreme,The Pepper Salami Pizza,S
16.25,1.00,1,2015-08-05,Aug,Wed,Afternoon,Supreme,The Sicilian Pizza,M
20.50,1.00,1,2015-08-05,Aug,Wed,Afternoon,Classic,The Greek Pizza,L
16.75,1.00,1,2015-08-05,Aug,Wed,Afternoon,Chicken,The California Chicken Pizza,M
41.50,2.00,1,2015-08-05,Aug,Wed,Afternoon,Chicken,The Southwest Chicken Pizza,L
17.95,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Four Cheese Pizza,L
20.75,1.00,1,2015-08-05,Aug,Wed,Evening,Chicken,The Southwest Chicken Pizza,L
12.50,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Spinach Pesto Pizza,S
9.75,1.00,1,2015-08-05,Aug,Wed,Evening,Classic,The Pepperoni Pizza,S
14.50,1.00,1,2015-08-05,Aug,Wed,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",M
20.75,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Spinach Pesto Pizza,L
12.00,1.00,1,2015-08-05,Aug,Wed,Evening,Classic,The Big Meat Pizza,S
20.75,1.00,1,2015-08-05,Aug,Wed,Evening,Chicken,The Thai Chicken Pizza,L
12.00,1.00,1,2015-08-05,Aug,Wed,Evening,Classic,The Napolitana Pizza,S
20.75,1.00,1,2015-08-05,Aug,Wed,Evening,Supreme,The Spicy Italian Pizza,L
12.00,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Mediterranean Pizza,S
17.50,1.00,1,2015-08-05,Aug,Wed,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
20.75,1.00,1,2015-08-05,Aug,Wed,Evening,Supreme,The Pepper Salami Pizza,L
17.95,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Four Cheese Pizza,L
20.25,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Mexicana Pizza,L
20.25,1.00,1,2015-08-05,Aug,Wed,Evening,Veggie,The Vegetables + Vegetables Pizza,L
15.25,1.00,1,2015-08-05,Aug,Wed,Late Night,Classic,The Pepperoni Pizza,L
12.25,1.00,1,2015-08-05,Aug,Wed,Late Night,Supreme,The Calabrese Pizza,S
20.75,1.00,1,2015-08-05,Aug,Wed,Late Night,Supreme,The Italian Supreme Pizza,L
12.00,1.00,1,2015-09-05,Sep,Sat,Morning,Classic,The Big Meat Pizza,S
12.50,1.00,1,2015-09-05,Sep,Sat,Morning,Supreme,The Spinach Supreme Pizza,S
16.75,1.00,1,2015-09-05,Sep,Sat,Afternoon,Chicken,The California Chicken Pizza,M
15.25,1.00,1,2015-09-05,Sep,Sat,Evening,Classic,The Pepperoni Pizza,L
12.00,1.00,1,2015-09-05,Sep,Sat,Evening,Classic,The Italian Capocollo Pizza,S
12.00,1.00,1,2015-09-05,Sep,Sat,Evening,Classic,The Greek Pizza,S
12.75,1.00,1,2015-09-05,Sep,Sat,Evening,Chicken,The Southwest Chicken Pizza,S
20.75,1.00,1,2015-09-05,Sep,Sat,Evening,Chicken,The Southwest Chicken Pizza,L
14.75,1.00,1,2015-09-05,Sep,Sat,Evening,Veggie,The Four Cheese Pizza,M
16.00,1.00,1,2015-09-05,Sep,Sat,Evening,Classic,The Italian Capocollo Pizza,M
25.50,1.00,1,2015-09-05,Sep,Sat,Late Night,Classic,The Greek Pizza,XL
12.75,1.00,1,2015-09-05,Sep,Sat,Late Night,Veggie,The Italian Vegetables Pizza,S
12.75,1.00,1,2015-09-05,Sep,Sat,Late Night,Veggie,The Italian Vegetables Pizza,S
12.75,1.00,1,2015-10-05,Oct,Mon,Afternoon,Veggie,The Italian Vegetables Pizza,S
12.00,1.00,1,2015-10-05,Oct,Mon,Afternoon,Classic,The Napolitana Pizza,S
20.25,1.00,1,2015-10-05,Oct,Mon,Afternoon,Veggie,The Mexicana Pizza,L
16.00,1.00,1,2015-10-05,Oct,Mon,Afternoon,Classic,The Italian Capocollo Pizza,M
20.75,1.00,1,2015-10-05,Oct,Mon,Afternoon,Supreme,The Pepper Salami Pizza,L
16.00,1.00,1,2015-10-05,Oct,Mon,Evening,Veggie,The Mediterranean Pizza,M
18.50,1.00,1,2015-10-05,Oct,Mon,Evening,Veggie,The Five Cheese Pizza,L
12.00,1.00,1,2015-10-05,Oct,Mon,Evening,Veggie,The Green Garden Pizza,S
16.75,1.00,1,2015-10-05,Oct,Mon,Evening,Chicken,The Barbecue Chicken Pizza,M
20.50,1.00,1,2015-10-05,Oct,Mon,Evening,Classic,The Italian Capocollo Pizza,L
12.00,1.00,1,2015-10-05,Oct,Mon,Evening,Veggie,The Mediterranean Pizza,S
16.00,1.00,1,2015-10-05,Oct,Mon,Evening,Veggie,The Mexicana Pizza,M
12.50,1.00,1,2015-10-05,Oct,Mon,Evening,Supreme,The Soppressata Pizza,S
16.50,1.00,1,2015-10-05,Oct,Mon,Evening,Supreme,The Spicy Italian Pizza,M
20.75,1.00,1,2015-10-05,Oct,Mon,Evening,Supreme,The Italian Supreme Pizza,L
16.00,1.00,1,2015-10-05,Oct,Mon,Evening,Veggie,The Vegetables + Vegetables Pizza,M
12.00,1.00,1,2015-10-05,Oct,Mon,Evening,Classic,The Classic Deluxe Pizza,S
12.25,1.00,1,2015-10-05,Oct,Mon,Late Night,Supreme,The Sicilian Pizza,S
14.75,1.00,1,2015-11-05,Nov,Thu,Morning,Veggie,The Four Cheese Pizza,M
16.75,1.00,1,2015-11-05,Nov,Thu,Afternoon,Chicken,The California Chicken Pizza,M
20.50,1.00,1,2015-11-05,Nov,Thu,Afternoon,Classic,The Classic Deluxe Pizza,L
20.50,1.00,1,2015-11-05,Nov,Thu,Afternoon,Classic,The Italian Capocollo Pizza,L
21.00,1.00,1,2015-11-05,Nov,Thu,Afternoon,Veggie,The Italian Vegetables Pizza,L
14.75,1.00,1,2015-11-05,Nov,Thu,Afternoon,Veggie,The Four Cheese Pizza,M
20.25,1.00,1,2015-11-05,Nov,Thu,Afternoon,Veggie,The Mediterranean Pizza,L
12.00,1.00,1,2015-11-05,Nov,Thu,Afternoon,Classic,The Classic Deluxe Pizza,S
17.95,1.00,1,2015-11-05,Nov,Thu,Afternoon,Veggie,The Four Cheese Pizza,L
12.00,1.00,1,2015-11-05,Nov,Thu,Afternoon,Classic,The Greek Pizza,S
12.75,1.00,1,2015-11-05,Nov,Thu,Evening,Chicken,The Barbecue Chicken Pizza,S
12.75,1.00,1,2015-11-05,Nov,Thu,Evening,Chicken,The Southwest Chicken Pizza,S
16.75,1.00,1,2015-11-05,Nov,Thu,Evening,Veggie,The Italian Vegetables Pizza,M
20.75,1.00,1,2015-11-05,Nov,Thu,Evening,Supreme,The Spicy Italian Pizza,L
